Z,A,BE (keV),error prefix (keV),O,N,BE/A (keV)
84,211,1649763.5,1.266,1,127,7818.784
84,212,1655771.5,1.06,1,128,7810.243
84,213,1660127.125,2.982,1,129,7794.024
84,214,1666014.875,1.498,1,130,7785.116
84,215,1670157.75,2.15,1,131,7768.176
84,216,1675904.875,1.728,1,132,7758.819
84,217,1679875.125,6.51,1,133,7741.36
84,218,1685473.125,1.962,1,134,7731.528
84,219,1689219.875,15.768,1,135,7713.333
84,220,1694709.25,17.6,1,136,7703.224
84,221,1698270.25,19.669,1,137,7684.481
84,222,1703629.125,39.96,1,138,7674.005
84,223,1707065,-223,1,139,7655
84,224,1712256,-224,1,140,7644
84,225,1715850,-225,1,141,7626
84,226,1720764,-452,1,142,7614
84,227,1724292,-454,1,143,7596
85,191,1471258.25,16.044,1,106,7702.923
85,192,1480267.625,27.84,1,107,7709.727
85,193,1491332,21.616,1,108,7727.109
85,194,1500056.25,25.026,1,109,7732.249
85,195,1510877.75,9.555,1,110,7748.091
85,196,1519393.375,30.38,1,111,7752.007
85,197,1529905.375,8.077,1,112,7766.017
85,198,1538335.875,5.94,1,113,7769.373
85,199,1548516.125,5.373,1,114,7781.488
85,200,1556751.75,24.4,1,115,7783.759
85,201,1566624.75,8.241,1,116,7794.153
85,202,1574497.25,27.876,1,117,7794.541
85,203,1584140.5,10.556,1,118,7803.648
85,204,1591924.5,22.236,1,119,7803.551
85,205,1601092.5,15.17,1,120,7810.208
85,206,1608621.625,15.038,1,121,7808.843
85,207,1617490.5,12.42,1,122,7813.964
85,208,1624804.5,8.944,1,123,7811.56
85,209,1633288.375,5.016,1,124,7814.777
85,210,1640449.25,7.77,1,125,7811.663
85,211,1648195.75,2.743,1,126,7811.354
85,212,1653248,2.332,1,127,7798.34
85,213,1659270.625,4.899,1,128,7790.003
85,214,1664142.375,4.28,1,129,7776.366
85,215,1670089.5,6.88,1,130,7767.858
85,216,1674648.375,3.672,1,131,7753.002
85,217,1680581.75,4.991,1,132,7744.616
85,218,1684949.5,11.554,1,133,7729.126
85,219,1690722.875,3.285,1,134,7720.196
85,220,1694814.75,14.08,1,135,7703.704
85,221,1700479,13.923,1,136,7694.475
85,222,1704380,15.762,1,137,7677.387
85,223,1709976.25,14.049,1,138,7668.055
85,224,1713764.625,22.4,1,139,7650.735
85,225,1719225,-225,1,140,7641
85,226,1723024,-226,1,141,7624
85,227,1728151,-227,1,142,7613
85,228,1732116,-456,1,143,7597
85,229,1736965,-458,1,144,7585
86,193,1481439.5,25.09,1,107,7675.853
86,194,1492830.25,16.878,1,108,7695.001
86,195,1501574.625,50.505,1,109,7700.383
86,196,1512725.375,14.504,1,110,7717.987
86,197,1521257.25,16.154,1,111,7722.118
86,198,1532069.375,13.464,1,112,7737.724
86,199,1540409.875,37.611,1,113,7740.753
86,200,1550986.375,13.6,1,114,7754.932
86,201,1559125.25,49.647,1,115,7756.842
86,202,1569398.75,17.574,1,116,7769.301
86,203,1577349.125,18.27,1,117,7770.193
86,204,1587237.125,7.344,1,118,7780.574
86,205,1595048,5.125,1,119,7780.722
86,206,1604542.5,8.652,1,120,7789.042
86,207,1612115.625,8.487,1,121,7787.998
86,208,1621207.75,11.232,1,122,7794.268
86,209,1628564.5,10.032,1,123,7792.175
86,210,1637299.625,4.62,1,124,7796.665
86,211,1644521.5,6.752,1,125,7793.941
86,212,1652497,3.18,1,126,7794.797
86,213,1657604.75,3.408,1,127,7782.182
86,214,1664299.875,9.202,1,128,7777.102
86,215,1669220,7.74,1,129,7763.814
86,216,1675870,6.048,1,130,7758.657
86,217,1680535.375,4.123,1,131,7744.403
86,218,1687047.875,2.398,1,132,7738.752
86,219,1691507.125,2.19,1,133,7723.777
86,220,1697795.875,1.76,1,134,7717.254
86,221,1702007.875,5.746,1,135,7701.393
86,222,1708178.375,1.998,1,136,7694.497
86,223,1712232.125,7.805,1,137,7678.171
86,224,1718248.25,9.856,1,138,7670.751
86,225,1722230.25,11.25,1,139,7654.356
86,226,1728088.75,10.396,1,140,7646.41
86,227,1732021.25,14.074,1,141,7630.049
86,228,1737735.125,17.784,1,142,7621.646
86,229,1741687.5,13.053,1,143,7605.622
86,230,1747080,-230,1,144,7596
86,231,1750749,-231,1,145,7579
87,197,1511731.375,54.372,1,110,7673.763
87,198,1520482.625,32.274,1,111,7679.205
87,199,1531356.5,13.731,1,112,7695.259
87,200,1540066.75,30.6,1,113,7700.334
87,201,1550682,9.045,1,114,7714.836
87,202,1559245.75,7.07,1,115,7719.039
87,203,1569536.75,6.293,1,116,7731.708
87,204,1577877.125,24.48,1,117,7734.692
87,205,1587865.625,7.79,1,118,7745.686
87,206,1595869.625,28.222,1,119,7746.94
87,207,1605543,17.595,1,120,7756.247
87,208,1613435.75,11.856,1,121,7756.903
87,209,1622610.75,14.63,1,122,7763.688
87,210,1630245.75,15.12,1,123,7763.075
87,211,1639123.875,12.027,1,124,7768.359
87,212,1646571.125,8.692,1,125,7766.845
87,213,1654679.125,5.112,1,126,7768.447
87,214,1660156.375,8.56,1,127,7757.74
87,215,1666950.875,7.095,1,128,7753.26
87,216,1672369.5,4.104,1,129,7742.451
87,217,1679097.125,6.51,1,130,7737.775
87,218,1684423.875,4.796,1,131,7726.715
87,219,1690936.375,7.008,1,132,7721.171
87,220,1696143.25,3.96,1,133,7709.742
87,221,1702419.5,4.862,1,134,7703.256
87,222,1707390.125,7.548,1,135,7690.946
87,223,1713457.125,2.007,1,136,7683.664
87,224,1718162.25,11.2,1,137,7670.367
87,225,1724161.5,11.925,1,138,7662.94
87,226,1728533,6.328,1,139,7648.376
87,227,1734442.25,5.902,1,140,7640.715
87,228,1738812,6.84,1,141,7626.369
87,229,1744599.125,5.038,1,142,7618.337
87,230,1748852,6.44,1,143,7603.705
87,231,1754329.5,7.623,1,144,7594.5
87,232,1758408.5,13.92,1,145,7579.347
87,233,1763632.625,19.572,1,146,7569.239
88,201,1541551.5,20.301,1,113,7669.411
88,202,1552484.75,14.948,1,114,7685.568
88,203,1560969.125,38.164,1,115,7689.503
88,204,1571645.375,15.3,1,116,7704.144
88,205,1579934.625,70.52,1,117,7706.998
88,206,1590279.125,17.922,1,118,7719.802
88,207,1598371.625,53.199,1,119,7721.602
88,208,1608259.5,8.944,1,120,7732.017
88,209,1616200.625,5.643,1,121,7733.018
88,210,1625687.375,9.24,1,122,7741.369
88,211,1633369.375,8.018,1,123,7741.087
88,212,1642471.625,11.236,1,124,7747.508
88,213,1649998.625,9.798,1,125,7746.473
88,214,1658322.625,5.35,1,126,7749.171
88,215,1663952.875,7.525,1,127,7739.316
88,216,1671267,8.64,1,128,7737.347
88,217,1676739.75,7.161,1,129,7726.911
88,218,1684049.625,11.118,1,130,7724.998
88,219,1689377.625,8.322,1,131,7714.053
88,220,1696573.125,8.14,1,132,7711.696
88,221,1701950.75,4.641,1,133,7701.135
88,222,1708665.625,4.44,1,134,7696.692
88,223,1713823.875,2.007,1,135,7685.309
88,224,1720302.5,1.792,1,136,7679.922
88,225,1725206.875,2.7,1,137,7667.586
88,226,1731603.375,2.034,1,138,7661.962
88,227,1736164.875,2.043,1,139,7648.303
88,228,1742473.625,2.052,1,140,7642.428
88,229,1746923,15.343,1,141,7628.485
88,230,1753040.25,10.35,1,142,7621.914
88,231,1757411.25,11.319,1,143,7607.841
88,232,1763202,9.048,1,144,7600.009
88,233,1767436.375,8.621,1,145,7585.564
88,234,1772911,8.424,1,146,7576.543
88,235,1776835,-235,1,147,7561
89,205,1570884.5,50.84,1,116,7662.851
89,206,1579583,50.47,1,117,7667.878
89,207,1589987.5,50.301,1,118,7681.099
89,208,1598452,55.744,1,119,7684.865
89,209,1608432.625,50.578,1,120,7695.85
89,210,1616558.125,57.33,1,121,7697.896
89,211,1626216.875,52.961,1,122,7707.189
89,212,1634213,51.304,1,123,7708.552
89,213,1643407,15.336,1,124,7715.526
89,214,1651189.125,15.408,1,125,7715.837
89,215,1659673.875,12.47,1,126,7719.414
89,216,1665631.25,10.8,1,127,7711.256
89,217,1673143.375,11.284,1,128,7710.338
89,218,1679074.5,50.794,1,129,7702.177
89,219,1686420.25,50.589,1,130,7700.549
89,220,1692317.25,6.16,1,131,7692.351
89,221,1699609.125,50.388,1,132,7690.539
89,222,1705582,5.106,1,133,7682.802
89,223,1712448.875,7.136,1,134,7679.143
89,224,1718112,4.032,1,135,7670.143
89,225,1724780.25,4.725,1,136,7665.69
89,226,1730179.625,3.164,1,137,7655.662
89,227,1736710.5,1.816,1,138,7650.707
89,228,1741736.625,2.052,1,139,7639.196
89,229,1748012.875,12.137,1,140,7633.244
89,230,1752935.75,15.87,1,141,7621.46
89,231,1759082.625,12.936,1,142,7615.076
89,232,1763762.375,12.992,1,143,7602.424
89,233,1769680,13.048,1,144,7595.193
89,234,1774218.125,14.04,1,145,7582.129
89,235,1779773.375,13.865,1,146,7573.504
89,236,1783981.125,38.232,1,147,7559.242
89,237,1789350,-474,1,148,7550
90,208,1591739.125,34.112,1,118,7652.592
90,209,1600104,-209,1,119,7656
90,210,1610506,18.9,1,120,7669.076
90,211,1618726.625,73.006,1,121,7671.69
90,212,1628597.125,10.176,1,122,7682.062
90,213,1636659.25,9.159,1,123,7683.846
90,214,1646155.875,10.7,1,124,7692.317
90,215,1654000.375,8.815,1,125,7693.025
90,216,1662695,12.096,1,126,7697.662
90,217,1668859,10.633,1,127,7690.594
90,218,1676769.25,10.464,1,128,7691.602
90,219,1682735.75,50.589,1,129,7683.725
90,220,1690609.5,22.22,1,130,7684.589
90,221,1696409.5,8.177,1,131,7676.061
90,222,1704218.125,12.21,1,132,7676.658
90,223,1710106.75,9.143,1,133,7668.64
90,224,1717570.25,10.08,1,134,7667.724
90,225,1723325,5.175,1,135,7659.222
90,226,1730508.875,4.52,1,136,7657.119
90,227,1735973,2.043,1,137,7647.458
90,228,1743078.25,1.824,1,138,7645.08
90,229,1748334.875,2.519,1,139,7634.65
90,230,1755129.125,1.15,1,140,7630.996
90,231,1760247.25,1.155,1,141,7620.118
90,232,1766687.75,1.392,1,142,7615.033
90,233,1771474.125,1.398,1,143,7602.893
90,234,1777664.125,2.574,1,144,7596.855
90,235,1782330.375,12.925,1,145,7584.385
90,236,1788164.375,13.924,1,146,7576.968
90,237,1792536,15.879,1,147,7563.443
90,238,1798090,-238,1,148,7555
90,239,1802299,-478,1,149,7541
91,211,1609719,0,1,120,7629
91,212,1618332.375,74.836,1,121,7633.643
91,213,1628334.375,71.142,1,122,7644.762
91,214,1636582.75,76.184,1,123,7647.583
91,215,1646275.625,72.885,1,124,7657.096
91,216,1654411.875,53.568,1,125,7659.314
91,217,1663213.875,15.841,1,126,7664.58
91,218,1669669.875,18.312,1,127,7659.036
91,219,1677884.75,51.465,1,128,7661.574
91,220,1684320,0,1,129,7656
91,221,1692191.25,51.272,1,130,7656.974
91,222,1698522,0,1,131,7651
91,223,1706389.625,71.137,1,132,7651.971
91,224,1712919.25,7.616,1,133,7646.961
91,225,1720512,71.1,1,134,7646.72
91,226,1726890.875,11.526,1,135,7641.11
91,227,1734164.25,7.491,1,136,7639.49
91,228,1740143.25,4.332,1,137,7632.207
91,229,1747241.125,3.206,1,138,7629.874
91,230,1753035.875,2.99,1,139,7621.895
91,231,1759856.375,1.848,1,140,7618.426
91,232,1765405.375,7.656,1,141,7609.506
91,233,1771933.875,1.398,1,142,7604.866
91,234,1777155.875,3.978,1,143,7594.683
91,235,1783277.125,13.865,1,144,7588.413
91,236,1788303.5,13.924,1,145,7577.557
91,237,1794181,13.035,1,146,7570.384
91,238,1798885.875,15.946,1,147,7558.344
91,239,1804450,-239,1,148,7550
91,240,1809120,-240,1,149,7538
91,241,1814248,-241,1,150,7528
92,215,1638434.125,88.58,1,123,7620.624
92,216,1648362.375,28.08,1,124,7631.307
92,217,1656578,0,1,125,7634
92,218,1665676.75,13.734,1,126,7640.719
92,219,1672356.125,50.808,1,127,7636.329
92,220,1680800,0,1,128,7640
92,221,1687265.125,51.051,1,129,7634.684
92,222,1695583.625,51.948,1,130,7637.764
92,223,1702090.75,71.137,1,131,7632.694
92,224,1710277,23.072,1,132,7635.165
92,225,1716690.625,10.8,1,133,7629.736
92,226,1724813,13.108,1,134,7631.916
92,227,1731167.625,9.761,1,135,7626.289
92,228,1739062.25,14.364,1,136,7627.466
92,229,1745145.125,5.954,1,137,7620.721
92,230,1752812,4.6,1,138,7620.922
92,231,1758692.5,2.772,1,139,7613.387
92,232,1765960.125,1.856,1,140,7611.897
92,233,1771721.75,2.33,1,141,7603.956
92,234,1778567.25,1.17,1,142,7600.715
92,235,1783864.75,1.175,1,143,7590.914
92,236,1790410.25,1.18,1,144,7586.484
92,237,1795536.125,1.185,1,145,7576.102
92,238,1801689.75,1.428,1,146,7570.125
92,239,1806496.125,1.434,1,147,7558.561
92,240,1812424.75,2.64,1,148,7551.77
92,241,1816899,-241,1,149,7539
92,242,1822744,-242,1,150,7532
92,243,1826874,-243,1,151,7518
93,219,1665403.625,88.257,1,126,7604.583
93,220,1672660,-220,1,127,7603
93,221,1681147,-221,1,128,7607
93,222,1688088,-222,1,129,7604
93,223,1696584,-223,1,130,7608
93,224,1703296,-224,1,131,7604
93,225,1711700.375,71.55,1,132,7607.557
93,226,1718504,0,1,133,7604
93,227,1726868.75,72.413,1,134,7607.352
93,228,1733906.5,50.616,1,135,7604.853
93,229,1741793.625,86.791,1,136,7606.086
93,230,1748408.5,51.29,1,137,7601.776
93,231,1756091.5,50.589,1,138,7602.128
93,232,1762504,0,1,139,7597
93,233,1769910.25,51.027,1,140,7596.181
93,234,1775975.125,8.424,1,141,7589.637
93,235,1782958.25,1.41,1,142,7587.056
93,236,1788694.5,50.504,1,143,7579.214
93,237,1795272.375,1.185,1,144,7574.989
93,238,1800760.625,1.19,1,145,7566.221
93,239,1806975.5,1.195,1,146,7560.567
93,240,1812041.5,17.04,1,147,7550.173
93,241,1818169.125,70.613,1,148,7544.27
93,242,1823083.5,199.892,1,149,7533.403
93,243,1828575,0,1,150,7525
93,244,1833416,-244,1,151,7514
93,245,1838725,-245,1,152,7505
94,227,1721795,0,1,133,7585
94,228,1730632.5,29.184,1,134,7590.494
94,229,1737395.5,51.067,1,135,7586.88
94,230,1745928,14.72,1,136,7590.991
94,231,1752624.75,22.638,1,137,7587.12
94,232,1760642,17.632,1,138,7588.974
94,233,1767024.5,50.328,1,139,7583.796
94,234,1774797.625,6.786,1,140,7584.605
94,235,1781036.5,20.445,1,141,7578.879
94,236,1788388.625,1.888,1,142,7577.918
94,237,1794269.875,1.659,1,143,7570.759
94,238,1801269.625,1.19,1,144,7568.36
94,239,1806916,1.195,1,145,7560.318
94,240,1813450.125,1.2,1,146,7556.042
94,241,1818691.75,1.205,1,147,7546.439
94,242,1825001.125,1.21,1,148,7541.327
94,243,1830034.875,2.43,1,149,7531.008
94,244,1836054.875,2.44,1,150,7524.815
94,245,1840753.75,13.72,1,151,7513.281
94,246,1846608.625,15.006,1,152,7506.539
94,247,1851018,-247,1,153,7494
95,229,1731858.75,87.249,1,134,7562.702
95,230,1739260,-230,1,135,7562
95,231,1747746,-231,1,136,7566
95,232,1754848,-232,1,137,7564
95,233,1763111,0,1,138,7567
95,234,1769976,-234,1,139,7564
95,235,1777811.125,52.17,1,140,7565.154
95,236,1784396,0,1,141,7561
95,237,1791957,0,1,142,7561
95,238,1798229,50.694,1,143,7555.584
95,239,1805331.375,1.912,1,144,7553.688
95,240,1811283.125,13.92,1,145,7547.013
95,241,1817930,1.205,1,146,7543.278
95,242,1823467.875,1.21,1,147,7534.991
95,243,1829832,1.458,1,148,7530.173
95,244,1835199.125,1.464,1,149,7521.308
95,245,1841249.25,1.96,1,150,7515.303
95,246,1846230,0,1,151,7505
95,247,1852253,0,1,152,7499
95,248,1856776,-248,1,153,7487
95,249,1862271,-249,1,154,7479
96,231,1742202,-231,1,135,7542
96,232,1751136,-232,1,136,7548
96,233,1758217.5,71.531,1,137,7545.998
96,234,1766858.375,17.316,1,138,7550.677
96,235,1773545,-235,1,139,7547
96,236,1781870.5,18.408,1,140,7550.299
96,237,1788549.875,70.863,1,141,7546.624
96,238,1796423.125,12.138,1,142,7547.996
96,239,1802792.5,54.014,1,143,7543.065
96,240,1810286.625,1.92,1,144,7542.861
96,241,1816380.375,1.687,1,145,7536.848
96,242,1823349.75,1.21,1,146,7534.503
96,243,1829042.75,1.458,1,147,7526.925
96,244,1835844.375,1.22,1,148,7523.952
96,245,1841362.875,1.225,1,149,7515.767
96,246,1847821.875,1.476,1,150,7511.471
96,247,1852977,3.705,1,151,7501.931
96,248,1859188.5,2.48,1,152,7496.728
96,249,1863901.875,2.49,1,153,7485.55
96,250,1869734.5,10.25,1,154,7478.938
96,251,1874147.25,22.59,1,155,7466.722
96,252,1879920,-252,1,156,7460
97,233,1751927,-233,1,136,7519
97,234,1759446,-234,1,137,7519
97,235,1768140,-470,1,138,7524
97,236,1775428,-472,1,139,7523
97,237,1783899,-237,1,140,7527
97,238,1790950,-238,1,141,7525
97,239,1798953,-239,1,142,7527
97,240,1805520,-240,1,143,7523
97,241,1813284,-241,1,144,7524
97,242,1819598,-242,1,145,7519
97,243,1826752.75,4.617,1,146,7517.501
97,244,1832799.875,14.396,1,147,7511.475
97,245,1839771.125,1.715,1,148,7509.27
97,246,1845689.625,60.024,1,149,7502.803
97,247,1852238.125,5.187,1,150,7498.94
97,248,1857768,0,1,151,7491
97,249,1864024,1.245,1,152,7486.04
97,250,1868991.75,3.75,1,153,7475.967
97,251,1874785,10.793,1,154,7469.263
97,252,1879668,-252,1,155,7459
97,253,1885103,-253,1,156,7451
97,254,1889760,-254,1,157,7440
98,237,1778293.25,87.216,1,139,7503.347
98,238,1787142,-238,1,140,7509
98,239,1794173,-239,1,141,7507
98,240,1802455.25,18.72,1,142,7510.23
98,241,1809187,-241,1,143,7507
98,242,1817201.75,12.826,1,144,7509.098
98,243,1823715,0,1,145,7505
98,244,1831253.25,2.684,1,146,7505.136
98,245,1837417.5,2.45,1,147,7499.663
98,246,1844783.75,1.476,1,148,7499.121
98,247,1850841.375,15.314,1,149,7493.285
98,248,1857778.625,5.208,1,150,7491.043
98,249,1863365.125,1.245,1,151,7483.394
98,250,1869989,1.5,1,152,7479.956
98,251,1875095.5,4.016,1,153,7470.5
98,252,1881267.5,2.268,1,154,7465.347
98,253,1886071.75,4.301,1,155,7454.829
98,254,1892103.125,11.43,1,156,7449.225
98,255,1896690,-255,1,157,7438
98,256,1902592,-256,1,158,7432
99,239,1787959,-239,1,140,7481
99,240,1795440,-480,1,141,7481
99,241,1803885,-241,1,142,7485
99,242,1810886,-242,1,143,7483
99,243,1819098,-243,1,144,7486
99,244,1825852,-244,1,145,7483
99,245,1833580,-245,1,146,7484
99,246,1840080,-246,1,147,7480
99,247,1847584.75,19.513,1,148,7480.1
99,248,1854048,0,1,149,7476
99,249,1861026,0,1,150,7474
99,250,1867250,0,1,151,7469
99,251,1873936.125,6.024,1,152,7465.881
99,252,1879225,50.148,1,153,7457.242
99,253,1885580.5,1.265,1,154,7452.887
99,254,1890671.625,4.064,1,155,7443.589
99,255,1896644.25,10.71,1,156,7437.821
99,256,1901568,0,1,157,7428
99,257,1907454,-514,1,158,7422
99,258,1912296,-516,1,159,7412
100,241,1797860,-241,1,141,7460
100,242,1806530,-484,1,142,7465
100,243,1813752,-243,1,143,7464
100,244,1822192,-244,1,144,7468
100,245,1829170,-245,1,145,7466
100,246,1837120.625,15.252,1,146,7467.97
100,247,1843608,0,1,147,7464
100,248,1851554.125,8.432,1,148,7465.944
100,249,1858004.125,6.225,1,149,7461.864
100,250,1865522.5,8,1,150,7462.09
100,251,1871712,15.311,1,151,7457.02
100,252,1878921.625,5.544,1,152,7456.038
100,253,1884463,3.036,1,153,7448.47
100,254,1890977.125,2.54,1,154,7444.792
100,255,1896151.5,4.335,1,155,7435.888
100,256,1902535.625,5.632,1,156,7431.78
100,257,1907503.875,4.369,1,157,7422.194
100,258,1913844,-258,1,158,7418
100,259,1918413,-259,1,159,7407
100,260,1924520,-520,1,160,7402
101,245,1823290,-245,1,144,7442
101,246,1830486,-246,1,145,7441
101,247,1838668,-247,1,146,7444
101,248,1845616,-248,1,147,7442
101,249,1853556,-249,1,148,7444
101,250,1860250,-250,1,149,7441
101,251,1867916.875,18.825,1,150,7441.9
101,252,1874376,-252,1,151,7438
101,253,1881814,0,1,152,7438
101,254,1887728,0,1,153,7432
101,255,1894325.875,6.63,1,154,7428.729
101,256,1899776,0,1,155,7421
101,257,1906318.625,1.542,1,156,7417.582
101,258,1911696.125,4.386,1,157,7409.675
101,259,1917895,-259,1,158,7405
101,260,1922960,-260,1,159,7396
101,261,1929051,-522,1,160,7391
101,262,1934084,-524,1,161,7382
102,248,1841152,-248,1,146,7424
102,249,1848078,-249,1,147,7422
102,250,1856500,-250,1,148,7426
102,251,1863173,0,1,149,7423
102,252,1871301,9.324,1,150,7425.798
102,253,1877885.25,6.831,1,151,7422.471
102,254,1885591.875,9.652,1,152,7423.59
102,255,1891579.25,14.79,1,153,7417.958
102,256,1898635.75,7.68,1,154,7416.546
102,257,1904281.875,6.682,1,155,7409.657
102,258,1911006,0,1,156,7407
102,259,1916593.25,6.475,1,157,7399.974
102,260,1923220,-260,1,158,7397
102,261,1928268,-261,1,159,7388
102,262,1934870,-262,1,160,7385
102,263,1939888,-526,1,161,7376
102,264,1945944,-528,1,162,7371
103,251,1857651,-251,1,148,7401
103,252,1864548,-252,1,149,7399
103,253,1872959,-253,1,150,7403
103,254,1879600,-254,1,151,7400
103,255,1887656.875,17.595,1,152,7402.576
103,256,1893929,82.944,1,153,7398.16
103,257,1901029,0,1,154,7397
103,258,1907136,0,1,155,7392
103,259,1914010,0,1,156,7390
103,260,1919580,0,1,157,7383
103,261,1926441,-261,1,158,7381
103,262,1931988,-262,1,159,7374
103,263,1938573,-263,1,160,7371
103,264,1943832,-528,1,161,7363
103,265,1950135,-530,1,162,7359
103,266,1954834,-532,1,163,7349
104,253,1867140,-506,1,149,7380
104,254,1875536,-254,1,150,7384
104,255,1882410,0,1,151,7382
104,256,1890671.125,17.92,1,152,7385.434
104,257,1897098,10.794,1,153,7381.704
104,258,1904694.875,31.992,1,154,7382.538
104,259,1910643,0,1,155,7377
104,260,1918020,-260,1,156,7377
104,261,1923931.125,50.373,1,157,7371.384
104,262,1930940,-262,1,158,7370
104,263,1936732,-263,1,159,7364
104,264,1943304,-264,1,160,7361
104,265,1948810,-265,1,161,7354
104,266,1955632,-532,1,162,7352
104,267,1960314,-534,1,163,7342
104,268,1966316,-536,1,164,7337
105,255,1876545,-255,1,150,7359
105,256,1883648,-256,1,151,7358
105,257,1892034,-257,1,152,7362
105,258,1898364,-258,1,153,7358
105,259,1906333.75,53.095,1,154,7360.362
105,260,1912820,0,1,155,7357
105,261,1920177,0,1,156,7357
105,262,1926224,-262,1,157,7352
105,263,1933576,-263,1,158,7352
105,264,1939344,-264,1,159,7346
105,265,1946160,-265,1,160,7344
105,266,1952174,-266,1,161,7339
105,267,1958712,-534,1,162,7336
105,268,1963904,-536,1,163,7328
105,269,1969887,-538,1,164,7323
105,270,1974780,-540,1,165,7314
106,258,1894236,-516,1,152,7342
106,259,1901060,0,1,153,7340
106,260,1909066.125,20.54,1,154,7342.562
106,261,1915680,18.531,1,155,7339.77
106,262,1923390.5,35.37,1,156,7341.185
106,263,1929631,0,1,157,7337
106,264,1937232,-264,1,158,7338
106,265,1943245,0,1,159,7333
106,266,1950312,-266,1,160,7332
106,267,1956309,-267,1,161,7327
106,268,1963368,-536,1,162,7326
106,269,1968542,-269,1,163,7318
106,270,1974780,-540,1,164,7314
106,271,1979655,-542,1,165,7305
106,272,1985872,-816,1,166,7301
106,273,1990443,-546,1,167,7291
107,260,1901380,-260,1,153,7313
107,261,1909737,-261,1,154,7317
107,262,1916530,-262,1,155,7315
107,263,1924634,-263,1,156,7318
107,264,1931160,-264,1,157,7315
107,265,1938740,-265,1,158,7316
107,266,1945258,-266,1,159,7313
107,267,1952571,-267,1,160,7313
107,268,1958544,-268,1,161,7308
107,269,1966121,-269,1,162,7309
107,270,1971270,-270,1,163,7301
107,271,1977758,-542,1,164,7298
107,272,1982880,-544,1,165,7290
107,273,1989078,-819,1,166,7286
107,274,1994172,-548,1,167,7278
107,275,2000075,-550,1,168,7273
108,263,1918585,0,1,155,7295
108,264,1926771,28.776,1,156,7298.375
108,265,1933505.5,23.85,1,157,7296.247
108,266,1941340.625,38.57,1,158,7298.273
108,267,1947765,0,1,159,7295
108,268,1955864,-268,1,160,7298
108,269,1962086,0,1,161,7294
108,270,1969650,-270,1,162,7295
108,271,1975048,-271,1,163,7288
108,272,1981792,-544,1,164,7286
108,273,1987167,-273,1,165,7279
108,274,1993624,-548,1,166,7276
108,275,1998425,-550,1,167,7267
108,276,2004864,-828,1,168,7264
108,277,2009635,-554,1,169,7255
109,265,1926815,-530,1,156,7271
109,266,1933820,-266,1,157,7270
109,267,1941891,-534,1,158,7273
109,268,1948628,-268,1,159,7271
109,269,1956437,-538,1,160,7273
109,270,1963170,-270,1,161,7271
109,271,1970983,-271,1,162,7273
109,272,1976624,-544,1,163,7267
109,273,1983345,-546,1,164,7265
109,274,1988966,-274,1,165,7259
109,275,1995400,-550,1,166,7256
109,276,2001000,-552,1,167,7250
109,277,2007419,-831,1,168,7247
109,278,2012720,-556,1,169,7240
109,279,2019123,-558,1,170,7237
110,267,1935216,-267,1,157,7248
110,268,1943536,-268,1,158,7252
110,269,1950291.375,31.473,1,159,7250.154
110,270,1958519.25,48.06,1,160,7253.775
110,271,1965292,0,1,161,7252
110,272,1973360,-544,1,162,7255
110,273,1978977,0,1,163,7249
110,274,1986226,-274,1,164,7249
110,275,1992100,-275,1,165,7244
110,276,1999068,-552,1,166,7243
110,277,2004649,-277,1,167,7237
110,278,2011330,-556,1,168,7235
110,279,2016612,-558,1,169,7228
110,280,2023280,-840,1,170,7226
110,281,2028539,-562,1,171,7219
111,272,1965744,-272,1,161,7227
111,273,1974063,-546,1,162,7231
111,274,1980198,-274,1,163,7227
111,275,1987425,-550,1,164,7227
111,276,1993272,-552,1,165,7222
111,277,2000494,-554,1,166,7222
111,278,2006604,-278,1,167,7218
111,279,2013264,-558,1,168,7216
111,280,2019360,-560,1,169,7212
111,281,2026010,-843,1,170,7210
111,282,2031528,-564,1,171,7204
111,283,2038166,-566,1,172,7202
112,276,1989684,-552,1,164,7209
112,277,1995785,-277,1,165,7205
112,278,2003268,-556,1,166,7206
112,279,2009358,-558,1,167,7202
112,280,2016560,-560,1,168,7202
112,281,2022357,-281,1,169,7197
112,282,2029554,-564,1,170,7197
112,283,2035053,-566,1,171,7191
112,284,2041960,-852,1,172,7190
112,285,2047440,-570,1,173,7184
113,278,1996596,-278,1,165,7182
113,279,2004336,-837,1,166,7184
113,280,2010400,-280,1,167,7180
113,281,2017861,-281,1,168,7181
113,282,2023914,-282,1,169,7177
113,283,2031091,-566,1,170,7177
113,284,2037132,-568,1,171,7173
113,285,2044305,-855,1,172,7173
113,286,2050048,-572,1,173,7168
113,287,2056929,-861,1,174,7167
114,284,2034008,-568,1,170,7162
114,285,2040030,-285,1,171,7158
114,286,2047474,-572,1,172,7159
114,287,2053198,-574,1,173,7154
114,288,2060352,-864,1,174,7154
114,289,2065772,-578,1,175,7148
115,287,2048606,-574,1,172,7138
115,288,2054880,-576,1,173,7135
115,289,2062015,-867,1,174,7135
115,290,2067700,-580,1,175,7130
115,291,2074830,-873,1,176,7130
116,289,2057391,-578,1,173,7119
116,290,2064800,-580,1,174,7120
116,291,2070756,-582,1,175,7116
116,292,2077872,-876,1,176,7116
116,293,2083523,-586,1,177,7111
117,291,2065518,-582,1,174,7098
117,292,2071740,-584,1,175,7095
